"sample_dt","sample_tm","startDateTime","remark_cd","00061","00665","00666","00671","70507","80154"
2009-04-21,"04:00",2009-04-21 09:00:00,NA,52,0.103,NA,NA,NA,22
2009-04-21,"18:00",2009-04-21 23:00:00,NA,69,0.106,NA,NA,NA,17
2009-04-23,"18:00",2009-04-23 23:00:00,NA,40,0.05,NA,NA,NA,10
2009-04-25,"13:00",2009-04-25 18:00:00,NA,50,0.086,NA,NA,NA,30
2009-04-26,"05:15",2009-04-26 10:15:00,NA,367,0.705,NA,0.264,NA,288
2009-04-27,"20:30",2009-04-28 01:30:00,NA,89,0.217,NA,NA,NA,48
2009-04-30,"10:45",2009-04-30 15:45:00,NA,58,0.096,NA,NA,NA,11
2009-05-02,"10:45",2009-05-02 15:45:00,NA,44,0.071,NA,NA,NA,7
2009-05-03,"10:45",2009-05-03 15:45:00,NA,42,0.059,NA,NA,NA,11
2009-05-06,"23:15",2009-05-07 04:15:00,NA,45,0.143,NA,NA,NA,71
2009-05-08,"23:30",2009-05-09 04:30:00,NA,40,0.095,NA,NA,NA,36
2009-05-09,"03:00",2009-05-09 08:00:00,NA,127,0.597,NA,0.114,NA,427
2009-05-09,"06:00",2009-05-09 11:00:00,NA,321,0.961,NA,0.258,NA,410
2009-05-09,"19:45",2009-05-10 00:45:00,NA,131,0.348,NA,NA,NA,62
2009-05-11,"13:30",2009-05-11 18:30:00,NA,48,0.094,NA,NA,NA,13
2009-05-13,"13:45",2009-05-13 18:45:00,NA,45,0.083,NA,NA,NA,22
2009-05-13,"23:00",2009-05-14 04:00:00,NA,141,1.08,NA,0.106,NA,1010
2009-05-14,"01:30",2009-05-14 06:30:00,NA,389,2.49,NA,0.304,NA,1180
2009-05-14,"20:00",2009-05-15 01:00:00,NA,117,0.657,NA,NA,NA,147
2009-06-08,"02:15",2009-06-08 07:15:00,NA,52,0.333,NA,NA,NA,151
2009-06-08,"04:45",2009-06-08 09:45:00,NA,111,0.604,NA,0.132,NA,363
2009-06-08,"06:30",2009-06-08 11:30:00,NA,193,0.648,NA,0.171,NA,363
2009-06-08,"23:45",2009-06-09 04:45:00,NA,97,0.303,NA,NA,NA,78
2009-06-11,"06:45",2009-06-11 11:45:00,NA,42,0.161,NA,NA,NA,49
2009-06-19,"00:01",2009-06-19 05:01:00,NA,59,0.41,NA,NA,NA,283
2009-06-19,"01:15",2009-06-19 06:15:00,NA,158,0.909,NA,NA,NA,730
2009-06-19,"02:15",2009-06-19 07:15:00,NA,289,0.982,NA,0.167,NA,819
2009-06-19,"03:45",2009-06-19 08:45:00,NA,469,1.51,NA,NA,NA,963
2009-06-19,"05:00",2009-06-19 10:00:00,NA,556,1.4,NA,0.341,NA,691
2009-06-19,"11:00",2009-06-19 16:00:00,NA,378,0.66,NA,0.268,NA,209
2009-06-19,"23:30",2009-06-20 04:30:00,NA,131,0.432,NA,NA,NA,92
2009-06-23,"20:15",2009-06-24 01:15:00,NA,36,0.217,NA,NA,NA,36
2009-07-22,"10:00",2009-07-22 15:00:00,NA,40,0.171,NA,NA,NA,34
2009-07-25,"18:00",2009-07-25 23:00:00,NA,31,0.116,NA,NA,NA,16
2009-07-30,"15:30",2009-07-30 20:30:00,NA,34,0.134,NA,NA,NA,32
2009-08-07,"18:45",2009-08-07 23:45:00,NA,28,0.115,NA,NA,NA,25
2009-08-08,"11:15",2009-08-08 16:15:00,NA,58,0.237,NA,NA,NA,79
2009-08-08,"12:15",2009-08-08 17:15:00,NA,90,0.381,NA,NA,NA,220
2009-08-09,"03:15",2009-08-09 08:15:00,NA,61,0.327,NA,NA,NA,51
2009-08-09,"18:00",2009-08-09 23:00:00,NA,37,0.231,NA,NA,NA,31
2009-08-12,"08:24",2009-08-12 13:24:00,NA,27,0.124,NA,NA,NA,19
2009-08-12,"08:25",2009-08-12 13:25:00,NA,27,0.123,NA,NA,NA,26
2009-08-20,"18:00",2009-08-20 23:00:00,NA,27,0.115,NA,NA,NA,32
2009-08-20,"22:00",2009-08-21 03:00:00,NA,35,0.141,NA,NA,NA,58
2009-08-22,"06:15",2009-08-22 11:15:00,NA,27,0.126,NA,NA,NA,33
2009-08-29,"03:15",2009-08-29 08:15:00,NA,31,0.14,NA,NA,NA,118
2009-09-18,"09:20",2009-09-18 14:20:00,NA,17,0.062,NA,NA,NA,NA
2009-09-18,"09:45",2009-09-18 14:45:00,NA,17,0.067,NA,NA,NA,14
2009-09-22,"11:30",2009-09-22 16:30:00,NA,28,0.147,NA,NA,NA,20
2009-09-22,"14:00",2009-09-22 19:00:00,NA,165,0.567,NA,NA,NA,272
2009-09-22,"17:00",2009-09-22 22:00:00,NA,436,0.622,NA,0.375,NA,167
2009-09-23,"10:30",2009-09-23 15:30:00,NA,80,0.475,NA,NA,NA,47
2009-09-24,"21:30",2009-09-25 02:30:00,NA,34,0.157,NA,NA,NA,26
2009-10-02,"08:00",2009-10-02 13:00:00,NA,40,0.127,NA,NA,NA,26
2009-10-22,"22:30",2009-10-23 03:30:00,NA,42,0.17,NA,NA,NA,86
2009-10-23,"14:00",2009-10-23 19:00:00,NA,85,0.294,NA,NA,NA,40
2009-10-23,"17:45",2009-10-23 22:45:00,NA,108,0.412,NA,0.118,NA,81
2009-10-24,"01:45",2009-10-24 06:45:00,NA,109,0.392,NA,0.21,NA,59
2009-10-26,"00:45",2009-10-26 05:45:00,NA,34,0.12,NA,NA,NA,50
2009-10-30,"00:45",2009-10-30 05:45:00,NA,44,0.166,NA,NA,NA,71
2009-10-30,"09:45",2009-10-30 14:45:00,NA,219,0.628,NA,0.286,NA,223
2009-11-02,"06:45",2009-11-02 11:45:00,NA,35,0.114,NA,NA,NA,72
2009-11-25,"23:30",2009-11-26 05:30:00,NA,42,0.166,NA,NA,NA,44
2009-11-26,"13:15",2009-11-26 19:15:00,NA,54,0.153,NA,NA,NA,64
2009-11-27,"05:15",2009-11-27 11:15:00,NA,38,0.174,NA,NA,NA,105
2009-11-30,"11:34",2009-11-30 17:34:00,NA,27,0.053,NA,NA,NA,3
2009-11-30,"11:40",2009-11-30 17:40:00,NA,27,0.091,NA,NA,NA,58
2009-12-31,"08:30",2009-12-31 14:30:00,NA,NA,NA,NA,NA,NA,91
2010-03-09,"23:00",2010-03-10 05:00:00,NA,47,0.146,NA,0.051,NA,72
2010-03-10,"11:15",2010-03-10 17:15:00,NA,87,0.336,NA,NA,NA,188
2010-03-10,"19:00",2010-03-11 01:00:00,NA,140,0.542,NA,0.248,NA,214
2010-03-11,"07:30",2010-03-11 13:30:00,NA,102,0.415,NA,0.246,NA,63
2010-03-11,"16:45",2010-03-11 22:45:00,NA,168,0.6,NA,NA,NA,257
2010-03-11,"22:00",2010-03-12 04:00:00,NA,259,0.655,NA,0.33,NA,204
2010-03-13,"07:15",2010-03-13 13:15:00,NA,115,0.355,NA,NA,NA,46
2010-03-15,"08:15",2010-03-15 14:15:00,NA,56,0.187,NA,0.112,NA,24
2010-03-15,"11:12",2010-03-15 16:12:00,NA,53,NA,NA,NA,NA,18
2010-03-15,"11:17",2010-03-15 17:17:00,NA,53,0.15,NA,NA,NA,NA
2010-03-15,"11:19",2010-03-15 17:19:00,NA,53,0.168,NA,NA,NA,20
2010-03-16,"16:15",2010-03-16 21:15:00,NA,43,0.119,NA,NA,NA,11
2010-04-06,"09:30",2010-04-06 14:30:00,NA,53,0.21,NA,NA,NA,73
2010-04-06,"12:00",2010-04-06 17:00:00,NA,88,0.405,NA,0.085,NA,325
2010-04-06,"23:15",2010-04-07 04:15:00,NA,72,0.288,NA,NA,NA,105
2010-04-07,"01:15",2010-04-07 06:15:00,NA,96,0.315,NA,0.119,NA,72
2010-04-07,"09:12",2010-04-07 14:12:00,NA,103,0.403,NA,0.154,NA,NA
2010-04-07,"09:15",2010-04-07 14:15:00,NA,103,0.399,NA,0.157,NA,94
2010-04-07,"14:15",2010-04-07 19:15:00,NA,87,0.354,NA,0.125,NA,173
2010-04-08,"01:30",2010-04-08 06:30:00,NA,109,0.274,NA,0.122,NA,77
2010-04-08,"09:30",2010-04-08 14:30:00,NA,113,0.345,NA,0.151,NA,75
2010-04-10,"13:30",2010-04-10 18:30:00,NA,42,0.098,NA,NA,NA,12
2010-04-21,"08:30",2010-04-21 13:30:00,NA,27,0.054,NA,0.023,NA,9
2010-04-23,"12:22",2010-04-23 17:22:00,NA,27,0.06,NA,NA,NA,11
2010-04-23,"12:23",2010-04-23 17:23:00,NA,27,0.048,NA,NA,NA,58
2010-04-25,"09:15",2010-04-25 14:15:00,NA,47,0.134,NA,NA,NA,47
2010-04-25,"17:15",2010-04-25 22:15:00,NA,45,NA,NA,NA,NA,30
2010-04-26,"01:30",2010-04-26 06:30:00,NA,38,NA,NA,NA,NA,29
2010-05-11,"10:15",2010-05-11 15:15:00,NA,46,0.197,NA,NA,NA,91
2010-05-13,"00:45",2010-05-13 05:45:00,NA,48,0.157,NA,0.069,NA,51
2010-05-13,"03:45",2010-05-13 08:45:00,NA,100,0.423,NA,0.089,NA,385
2010-05-13,"04:15",2010-05-13 09:15:00,NA,114,0.15,NA,NA,NA,NA
2010-05-13,"08:15",2010-05-13 13:15:00,NA,167,0.375,NA,0.113,NA,260
2010-05-13,"21:30",2010-05-14 02:30:00,NA,100,0.323,NA,0.147,NA,89
2010-05-15,"04:15",2010-05-15 09:15:00,NA,39,NA,NA,NA,NA,37
2010-05-25,"17:15",2010-05-25 22:15:00,NA,51,0.342,NA,NA,NA,248
2010-05-25,"19:45",2010-05-26 00:45:00,NA,148,1.45,NA,0.175,NA,1310
2010-05-25,"22:15",2010-05-26 03:15:00,NA,412,2.41,NA,0.462,NA,1520
2010-05-26,"04:15",2010-05-26 09:15:00,NA,153,0.774,NA,0.286,NA,359
2010-05-26,"16:15",2010-05-26 21:15:00,NA,50,0.321,NA,NA,NA,160
2010-05-27,"10:53",2010-05-27 15:53:00,NA,35,0.296,NA,NA,NA,62
2010-05-27,"10:56",2010-05-27 15:56:00,NA,35,0.281,NA,NA,NA,62
2010-06-02,"17:15",2010-06-02 22:15:00,NA,22,0.192,NA,NA,NA,140
2010-06-02,"21:45",2010-06-03 02:45:00,NA,22,0.56,NA,0.113,NA,418
2010-06-03,"21:15",2010-06-04 02:15:00,NA,22,0.184,NA,NA,NA,38
2010-06-05,"17:30",2010-06-05 22:30:00,NA,30,0.252,NA,NA,NA,81
2010-06-05,"21:45",2010-06-06 02:45:00,NA,97,0.508,NA,0.144,NA,256
2010-06-07,"00:00",2010-06-07 05:00:00,NA,32,0.247,NA,NA,NA,59
2010-06-07,"16:00",2010-06-07 21:00:00,NA,27,NA,NA,NA,NA,23
2010-06-08,"10:15",2010-06-08 15:15:00,NA,35,0.157,NA,NA,NA,37
2010-06-08,"15:30",2010-06-08 20:30:00,NA,52,NA,NA,NA,NA,67
2010-06-08,"19:00",2010-06-09 00:00:00,NA,61,0.227,NA,NA,NA,66
2010-06-09,"03:00",2010-06-09 08:00:00,NA,57,NA,NA,NA,NA,57
2010-06-09,"19:00",2010-06-10 00:00:00,NA,36,0.221,NA,NA,NA,45
2010-06-10,"11:00",2010-06-10 16:00:00,NA,29,NA,NA,NA,NA,25
2010-06-11,"03:00",2010-06-11 08:00:00,NA,26,0.152,NA,NA,NA,27
2010-06-11,"17:15",2010-06-11 22:15:00,NA,36,0.249,NA,NA,NA,46
2010-06-12,"17:15",2010-06-12 22:15:00,NA,29,0.152,NA,NA,NA,29
2010-06-13,"09:15",2010-06-13 14:15:00,NA,28,NA,NA,NA,NA,31
2010-06-14,"01:15",2010-06-14 06:15:00,NA,28,0.138,NA,0.054,NA,32
2010-06-14,"17:15",2010-06-14 22:15:00,NA,31,0.129,NA,NA,NA,37
2010-06-15,"12:45",2010-06-15 17:45:00,NA,42,NA,NA,NA,NA,48
2010-06-15,"20:15",2010-06-16 01:15:00,NA,68,0.253,NA,NA,NA,54
2010-06-16,"04:15",2010-06-16 09:15:00,NA,65,0.26,NA,0.079,NA,64
2010-06-16,"12:15",2010-06-16 17:15:00,NA,52,NA,NA,NA,NA,42
2010-06-16,"20:15",2010-06-17 01:15:00,NA,42,NA,NA,NA,NA,40
2010-06-17,"04:15",2010-06-17 09:15:00,NA,37,0.204,NA,NA,NA,41
2010-06-17,"12:15",2010-06-17 17:15:00,NA,36,NA,NA,NA,NA,26
2010-06-17,"20:15",2010-06-18 01:15:00,NA,33,NA,NA,NA,NA,24
2010-06-18,"04:15",2010-06-18 09:15:00,NA,32,0.159,NA,NA,NA,31
2010-06-19,"12:15",2010-06-19 17:15:00,NA,32,0.135,NA,NA,NA,25
2010-06-20,"12:15",2010-06-20 17:15:00,NA,30,NA,NA,NA,NA,20
2010-06-21,"04:15",2010-06-21 09:15:00,NA,30,0.136,NA,NA,NA,44
2010-06-21,"20:45",2010-06-22 01:45:00,NA,69,0.367,NA,NA,NA,213
2010-06-21,"22:00",2010-06-22 03:00:00,NA,138,1.74,NA,NA,NA,1520
2010-06-21,"22:30",2010-06-22 03:30:00,NA,173,NA,NA,NA,NA,769
2010-06-21,"23:15",2010-06-22 04:15:00,NA,254,1.02,NA,NA,NA,646
2010-06-22,"00:30",2010-06-22 05:30:00,NA,373,0.883,NA,NA,NA,467
2010-06-22,"04:15",2010-06-22 09:15:00,NA,291,NA,NA,NA,NA,235
2010-06-22,"09:30",2010-06-22 14:30:00,NA,147,0.528,NA,NA,NA,97
2010-06-22,"09:35",2010-06-22 14:35:00,NA,146,0.435,NA,NA,NA,151
2010-06-22,"20:30",2010-06-23 01:30:00,NA,68,0.347,NA,NA,NA,59
2010-06-23,"05:30",2010-06-23 10:30:00,NA,160,NA,NA,NA,NA,984
2010-06-23,"06:45",2010-06-23 11:45:00,NA,267,NA,NA,NA,NA,338
2010-06-23,"09:15",2010-06-23 14:15:00,NA,486,0.954,NA,NA,NA,530
2010-06-24,"01:30",2010-06-24 06:30:00,NA,160,NA,NA,NA,NA,97
2010-06-25,"01:00",2010-06-25 06:00:00,NA,58,0.319,NA,NA,NA,58
2010-06-25,"09:00",2010-06-25 14:00:00,NA,53,NA,NA,NA,NA,48
2010-06-26,"02:30",2010-06-26 07:30:00,NA,59,NA,NA,NA,NA,128
2010-06-26,"06:30",2010-06-26 11:30:00,NA,88,0.399,NA,NA,NA,181
2010-06-26,"20:15",2010-06-27 01:15:00,NA,62,NA,NA,NA,NA,44
2010-06-27,"11:15",2010-06-27 16:15:00,NA,70,NA,NA,NA,NA,167
2010-06-27,"13:00",2010-06-27 18:00:00,NA,90,NA,NA,NA,NA,151
2010-06-27,"14:30",2010-06-27 19:30:00,NA,112,0.507,NA,NA,NA,263
2010-06-27,"19:15",2010-06-28 00:15:00,NA,97,NA,NA,NA,NA,64
2010-06-28,"04:00",2010-06-28 09:00:00,NA,68,0.327,NA,NA,NA,62
2010-06-28,"20:00",2010-06-29 01:00:00,NA,52,0.243,NA,NA,NA,34
2010-06-29,"04:00",2010-06-29 09:00:00,NA,48,NA,NA,NA,NA,39
2010-06-29,"20:00",2010-06-30 01:00:00,NA,44,NA,NA,NA,NA,33
2010-06-30,"04:00",2010-06-30 09:00:00,NA,42,0.175,NA,NA,NA,44
2010-07-01,"04:00",2010-07-01 09:00:00,NA,39,NA,NA,NA,NA,37
2010-07-02,"04:00",2010-07-02 09:00:00,NA,41,0.157,NA,NA,NA,52
2010-07-03,"04:00",2010-07-03 09:00:00,NA,37,NA,NA,NA,NA,49
2010-07-04,"04:00",2010-07-04 09:00:00,NA,35,NA,NA,NA,NA,35
2010-07-05,"04:00",2010-07-05 09:00:00,NA,35,0.131,NA,NA,NA,36
2010-07-06,"02:45",2010-07-06 07:45:00,NA,45,NA,NA,NA,NA,44
2010-07-08,"02:45",2010-07-08 07:45:00,NA,41,NA,NA,NA,NA,38
2010-07-09,"10:45",2010-07-09 15:45:00,NA,45,NA,NA,NA,NA,39
2010-07-10,"18:45",2010-07-10 23:45:00,NA,38,NA,NA,NA,NA,29
2010-07-12,"02:45",2010-07-12 07:45:00,NA,38,NA,NA,NA,NA,32
2010-07-13,"10:30",2010-07-13 15:30:00,NA,39,0.09,NA,0.065,NA,21
2010-07-13,"10:45",2010-07-13 15:45:00,NA,39,NA,NA,NA,NA,24
2010-07-14,"02:45",2010-07-14 07:45:00,NA,38,NA,NA,NA,NA,32
2010-07-15,"02:15",2010-07-15 07:15:00,NA,56,NA,NA,NA,NA,46
2010-07-15,"03:15",2010-07-15 08:15:00,NA,83,NA,NA,NA,NA,106
2010-07-15,"04:00",2010-07-15 09:00:00,NA,113,NA,NA,NA,NA,182
2010-07-15,"04:30",2010-07-15 09:30:00,NA,144,NA,NA,NA,NA,314
2010-07-15,"05:15",2010-07-15 10:15:00,NA,211,NA,NA,NA,NA,271
2010-07-15,"07:00",2010-07-15 12:00:00,NA,402,NA,NA,NA,NA,296
2010-07-15,"23:00",2010-07-16 04:00:00,NA,199,NA,NA,NA,NA,39
2010-07-20,"07:45",2010-07-20 12:45:00,NA,41,NA,NA,NA,NA,35
2010-07-22,"14:15",2010-07-22 19:15:00,NA,178,NA,NA,NA,NA,187
2010-07-22,"23:15",2010-07-23 04:15:00,NA,729,0.537,NA,NA,NA,178
2010-07-24,"19:00",2010-07-25 00:00:00,NA,184,NA,NA,NA,NA,30
2010-08-01,"10:15",2010-08-01 15:15:00,NA,43,NA,NA,NA,NA,26
2010-08-05,"18:15",2010-08-05 23:15:00,NA,37,NA,NA,NA,NA,38
2010-08-09,"06:15",2010-08-09 11:15:00,NA,115,NA,NA,NA,NA,185
2010-08-09,"08:15",2010-08-09 13:15:00,NA,163,0.392,NA,NA,NA,170
2010-08-13,"17:45",2010-08-13 22:45:00,NA,78,NA,NA,NA,NA,61
2010-08-26,"13:30",2010-08-26 18:30:00,NA,40,NA,NA,NA,NA,32
2010-08-30,"10:15",2010-08-30 15:15:00,NA,37,0.096,NA,0.054,NA,18
2010-09-01,"06:15",2010-09-01 11:15:00,NA,131,0.504,NA,NA,NA,289
2010-09-02,"23:00",2010-09-03 04:00:00,NA,167,0.494,NA,NA,NA,225
2010-09-03,"05:30",2010-09-03 10:30:00,NA,120,NA,NA,NA,NA,108
2010-10-22,"09:00",2010-10-22 14:00:00,NA,NA,0.09,NA,NA,NA,85
2010-10-24,"14:15",2010-10-24 19:15:00,NA,70,NA,NA,NA,NA,57
2010-10-26,"09:00",2010-10-26 14:00:00,NA,95,NA,NA,NA,NA,93
2010-10-31,"03:30",2010-10-31 08:30:00,NA,29,NA,NA,NA,NA,19
2010-12-30,"19:45",2010-12-31 01:45:00,NA,34,0.082,NA,NA,NA,41
2010-12-31,"22:45",2011-01-01 04:45:00,NA,93,0.382,NA,NA,NA,100
2011-01-03,"11:30",2011-01-03 17:30:00,NA,37,0.11,NA,NA,NA,35
2011-01-08,"09:45",2011-01-08 15:45:00,NA,NA,0.231,NA,NA,NA,69
2011-01-31,"09:55",2011-01-31 15:55:00,NA,26,0.056,NA,0.037,NA,35
2011-02-17,"13:45",2011-02-17 19:45:00,NA,97,0.61,NA,0.275,NA,323
2011-02-17,"16:30",2011-02-17 22:30:00,NA,159,0.942,NA,NA,NA,376
2011-02-17,"19:15",2011-02-18 01:15:00,NA,266,1.95,NA,0.862,NA,621
2011-02-18,"03:15",2011-02-18 09:15:00,NA,259,1.77,NA,0.877,NA,468
2011-02-18,"11:15",2011-02-18 17:15:00,NA,177,1.01,NA,0.602,NA,150
2011-02-18,"23:00",2011-02-19 05:00:00,NA,135,0.872,NA,NA,NA,88
2011-02-19,"05:30",2011-02-19 11:30:00,NA,99,0.729,NA,0.481,NA,71
2011-03-17,"00:00",2011-03-17 05:00:00,NA,NA,0.266,NA,0.131,NA,53
2011-03-20,"12:15",2011-03-20 17:15:00,NA,131,0.122,NA,NA,NA,175
2011-03-20,"13:45",2011-03-20 18:45:00,NA,211,0.669,NA,0.181,NA,525
2011-03-20,"16:00",2011-03-20 21:00:00,NA,314,1.41,NA,0.36,NA,728
2011-03-20,"23:30",2011-03-21 04:30:00,NA,239,0.984,NA,0.286,NA,731
2011-03-21,"07:45",2011-03-21 12:45:00,NA,158,0.598,NA,NA,NA,116
2011-03-22,"04:30",2011-03-22 09:30:00,NA,85,0.272,NA,NA,NA,101
2011-03-22,"14:15",2011-03-22 19:15:00,NA,119,0.297,NA,0.115,NA,126
2011-03-22,"22:00",2011-03-23 03:00:00,NA,170,0.619,NA,NA,NA,372
2011-03-23,"01:15",2011-03-23 06:15:00,NA,192,0.558,NA,0.229,NA,387
2011-03-23,"09:15",2011-03-23 14:15:00,NA,187,0.568,NA,NA,NA,366
2011-03-23,"19:30",2011-03-24 00:30:00,NA,138,0.44,NA,0.181,NA,147
2011-04-03,"21:45",2011-04-04 02:45:00,NA,NA,0.782,NA,0.157,NA,524
2011-04-19,"08:45",2011-04-19 13:45:00,NA,28,0.15,NA,NA,NA,133
2011-04-19,"09:00",2011-04-19 14:00:00,NA,NA,0.207,NA,0.067,NA,76
2011-04-26,"03:30",2011-04-26 08:30:00,NA,NA,0.309,NA,0.056,NA,205
2011-04-27,"00:00",2011-04-27 05:00:00,NA,NA,0.223,NA,0.008,NA,177
2011-05-11,"18:00",2011-05-11 23:00:00,NA,74,0.44,NA,NA,NA,245
2011-06-13,"11:05",2011-06-13 16:05:00,NA,16,0.105,NA,0.049,NA,42
2011-06-13,"11:10",2011-06-13 16:10:00,NA,15,0.092,NA,0.044,NA,46
2011-06-19,"07:15",2011-06-19 12:15:00,NA,71,1.62,NA,0.228,NA,1350
2011-06-19,"08:15",2011-06-19 13:15:00,NA,113,0.955,NA,0.157,NA,1030
2011-06-19,"08:45",2011-06-19 13:45:00,NA,150,1.18,NA,0.238,NA,991
2011-06-19,"09:15",2011-06-19 14:15:00,NA,188,1.23,NA,0.25,NA,1040
2011-06-19,"10:15",2011-06-19 15:15:00,NA,262,0.857,NA,0.22,NA,715
2011-06-19,"11:15",2011-06-19 16:15:00,NA,296,0.603,NA,0.187,NA,350
2011-06-19,"14:00",2011-06-19 19:00:00,NA,247,0.569,NA,0.169,NA,619
2011-06-19,"17:45",2011-06-19 22:45:00,NA,183,0.461,NA,0.285,NA,300
2011-06-20,"00:45",2011-06-20 05:45:00,NA,107,0.474,NA,0.218,NA,119
2011-06-20,"10:45",2011-06-20 15:45:00,NA,57,0.365,NA,0.167,NA,82
2011-07-15,"11:30",2011-07-15 16:30:00,NA,19,0.096,NA,0.053,NA,45
2011-08-16,"09:55",2011-08-16 14:55:00,NA,13,0.075,NA,0.038,NA,25
2011-09-15,"08:10",2011-09-15 13:10:00,NA,6.3,0.067,NA,0.032,NA,17
2011-09-26,"05:00",2011-09-26 10:00:00,NA,NA,0.828,NA,0.168,NA,492
2011-11-08,"05:00",2011-11-08 11:00:00,NA,NA,0.466,NA,0.131,NA,206
2011-11-09,"00:00",2011-11-09 06:00:00,NA,NA,0.614,NA,0.219,NA,243
2011-11-10,"00:00",2011-11-10 06:00:00,NA,NA,0.455,NA,0.217,NA,130
2011-12-04,"08:30",2011-12-04 14:30:00,NA,73,0.692,NA,0.104,NA,451
2012-01-05,"10:45",2012-01-05 16:45:00,NA,22,0.069,NA,0.017,NA,26
2012-02-13,"12:00",2012-02-13 18:00:00,NA,NA,0.047,NA,NA,NA,15
2012-02-28,"21:30",2012-02-29 03:30:00,NA,NA,0.984,NA,0.233,NA,382
2012-03-07,"14:00",2012-03-07 20:00:00,NA,NA,0.307,NA,0.097,NA,107
2012-03-22,"15:45",2012-03-22 20:45:00,NA,23,0.375,NA,NA,NA,62
2012-04-17,"11:50",2012-04-17 16:50:00,NA,22,0.09,NA,0.046,NA,28
2012-04-20,"07:45",2012-04-20 12:45:00,NA,47,0.214,NA,0.057,NA,91
2012-04-20,"13:45",2012-04-20 18:45:00,NA,42,0.188,NA,0.053,NA,70
2012-05-02,"12:00",2012-05-02 17:00:00,NA,38,0.205,NA,0.048,NA,129
2012-05-23,"13:30",2012-05-23 18:30:00,NA,11,0.08,NA,0.026,NA,47
2012-06-12,"13:40",2012-06-12 18:40:00,NA,15,0.089,NA,0.037,NA,34
2012-07-16,"15:00",2012-07-16 20:00:00,NA,8.9,0.103,NA,0.058,NA,23
2012-08-15,"09:05",2012-08-15 14:05:00,NA,15,0.062,NA,0.033,NA,37
2012-09-18,"09:05",2012-09-18 14:05:00,NA,6.3,0.05,NA,0.026,NA,94
2012-10-14,"06:45",2012-10-14 11:45:00,NA,NA,0.262,NA,0.1,NA,72
2012-10-16,"11:40",2012-10-16 16:40:00,NA,19,0.081,NA,0.042,NA,19
2012-10-16,"11:45",2012-10-16 16:45:00,NA,19,0.082,NA,0.039,NA,38
2012-10-29,"10:09",2012-10-29 15:09:00,NA,13,0.06,NA,0.024,NA,57
2012-11-15,"11:30",2012-11-15 17:30:00,NA,15,0.038,NA,0.015,NA,13
2012-12-14,"08:45",2012-12-14 14:45:00,NA,14,0.04,NA,0.016,NA,30
2013-01-15,"12:50",2013-01-15 18:50:00,NA,22,0.066,NA,0.031,NA,39
2013-01-29,"02:15",2013-01-29 08:15:00,NA,60,0.798,NA,0.307,NA,417
2013-01-29,"04:30",2013-01-29 10:30:00,NA,113,1.22,NA,0.255,NA,808
2013-01-29,"05:15",2013-01-29 11:15:00,NA,144,1.74,NA,0.45,NA,723
2013-01-29,"09:15",2013-01-29 15:15:00,NA,186,1.19,NA,0.569,NA,359
2013-01-29,"15:15",2013-01-29 21:15:00,NA,202,1.07,NA,0.467,NA,372
2013-01-29,"16:45",2013-01-29 22:45:00,NA,229,1.46,NA,0.504,NA,695
2013-01-29,"18:00",2013-01-30 00:00:00,NA,259,1.45,NA,0.54,NA,591
2013-01-30,"02:15",2013-01-30 08:15:00,NA,227,1.34,NA,0.65,NA,344
2013-01-30,"06:45",2013-01-30 12:45:00,NA,176,1.28,NA,0.69,NA,265
2013-01-30,"12:45",2013-01-30 18:45:00,NA,106,1.06,NA,0.64,NA,210
2013-01-30,"12:50",2013-01-30 18:50:00,NA,106,0.997,NA,0.58,NA,144
2013-01-30,"19:00",2013-01-31 01:00:00,NA,65,0.745,NA,0.5,NA,194
2013-01-31,"11:15",2013-01-31 17:15:00,NA,39,0.384,NA,0.25,NA,221
2013-02-21,"13:20",2013-02-21 19:20:00,NA,17,0.063,NA,0.032,NA,73
2013-03-10,"03:45",2013-03-10 08:45:00,NA,47,0.194,NA,0.039,NA,104
2013-03-10,"09:00",2013-03-10 14:00:00,NA,94,0.38,NA,0.073,NA,241
2013-03-10,"14:00",2013-03-10 19:00:00,NA,155,0.436,NA,0.153,NA,176
2013-03-10,"17:45",2013-03-10 22:45:00,NA,343,0.813,NA,0.132,NA,290
2013-03-10,"21:30",2013-03-11 02:30:00,NA,631,1.25,NA,0.296,NA,219
2013-03-11,"09:30",2013-03-11 14:30:00,NA,565,0.833,NA,0.291,NA,197
2013-03-11,"21:45",2013-03-12 02:45:00,NA,482,0.799,NA,0.435,NA,98
2013-03-12,"09:45",2013-03-12 14:45:00,NA,346,0.626,NA,0.354,NA,75
2013-03-12,"22:00",2013-03-13 03:00:00,NA,286,0.804,NA,0.463,NA,81
2013-03-13,"12:15",2013-03-13 17:15:00,NA,155,0.633,NA,0.371,NA,91
2013-03-14,"16:15",2013-03-14 21:15:00,NA,76,0.481,NA,0.332,NA,31
2013-03-17,"05:30",2013-03-17 10:30:00,NA,30,0.234,NA,0.148,NA,14
2013-03-21,"12:10",2013-03-21 17:10:00,NA,21,0.08,NA,0.035,NA,41
2013-03-26,"20:30",2013-03-27 01:30:00,NA,54,0.844,NA,0.409,NA,264
2013-03-27,"19:15",2013-03-28 00:15:00,NA,96,1.21,NA,0.641,NA,276
2013-03-28,"07:15",2013-03-28 12:15:00,NA,72,1.28,NA,0.857,NA,141
